,log(p),g(k-1),Time to cancer
40,-6.24456946144382,2.26988435889443,59.5671232876712
41,-6.46521389897453,2.95521831867487,51.186301369863
42,-6.26711029371962,4.53017879629816,31.3945205479452
43,-6.50823143346431,3.05816934149892,49.1452054794521
44,-6.57892083232656,2.35493762631861,58.2219178082192
45,-6.78312995583025,2.20952868199442,83.7753424657534
46,-6.47404168237492,2.0933670829337,82.454794520548
47,-6.10598891587488,2.89042524471765,27.5397260273973
48,-6.94623252224475,9.81021285771113,37.6602739726027
49,-6.97337233639949,6.90742157920705,39.6219178082192
50,-6.53313300848224,3.90008423007936,25.9753424657534
51,-6.12879582652384,7.41514770633331,15.786301369863
52,-6.81511264346625,13.0197561280748,30.9260273972603
53,-6.38638166164917,5.98637548396321,15.7205479452055
54,-6.2394082800987,4.53603100071311,28.7780821917808
55,-6.15491731931144,3.01485395012831,37.0602739726027
56,-6.35713578145998,7.10695720128085,21.3917808219178
57,-6.27434577624252,3.88667115080894,28.7013698630137
58,-6.28475824266367,4.14980934585313,23.9315068493151
59,-6.18676003513119,3.19351507099794,38.6520547945205
60,-6.83466900587476,2.80739552513128,53.4164383561644
61,-6.25325438679358,3.04744589507865,29.1095890410959
62,-6.8037511957124,18.4682613411567,26.3808219178082
63,-6.88119690772499,11.9003570218692,32.6986301369863
64,-6.1063846753336,4.68199421516569,25.0438356164384
65,-6.56346132241401,2.03307083269943,81.8684931506849
66,-6.31465822780834,2.49202043837956,45.3424657534247
67,-7.82744116621245,5.06717479530569,66.9671232876712
68,-6.2678996794157,3.67257336507432,37.7780821917808
69,-6.1865394450445,10.1696074769681,15.3753424657534
70,-6.32656278615229,3.20167533562151,40.9506849315069
71,-6.72654865500795,7.747439856304,35.9917808219178
72,-6.81435777642057,4.30061798274194,51.2301369863014
73,-6.20863310872192,1.87957116553118,66.0630136986301
74,-6.39349093330184,2.18906537652463,41.641095890411
75,-6.12527147982281,3.11567441529793,32.2109589041096
76,-6.27984878679814,2.73863693861373,45.9616438356164
77,-6.34094309990332,12.2652306444397,20.2246575342466
78,-7.0952569434955,3.41387570011434,62.8712328767123
79,-7.20745586804695,2.91780471816074,62.158904109589
80,-6.17791762398604,1.88791846005826,58.4301369863014
81,-6.3740238124788,7.44727219368941,18.0931506849315
82,-6.49050087004065,6.81406171034338,30.2438356164384
83,-6.32096069643553,1.98790249352259,68.0465753424658
84,-6.21496697079633,3.3609090806096,29.813698630137
85,-6.22303001799969,9.4238867571608,20.0027397260274
86,-6.08195996491194,4.30917407208792,19.2931506849315
87,-6.16265080321047,6.61433667876731,16.5315068493151
88,-7.03609532205924,3.87200040305576,63.772602739726
89,-6.76114820822597,2.41908438642778,72.2575342465754
90,-6.60994710831108,5.96676047761909,33.2
91,-6.39121559820846,1.74250125543615,71.0082191780822
92,-6.20184445578732,1.90931905784672,77.7972602739726
93,-6.10232737676334,3.40274545945498,31.8219178082192
94,-6.40890668830555,6.96822237081349,20.0356164383562
95,-7.41920305631268,7.79650589714658,49.627397260274
96,-6.18563524663835,2.38463845963265,45.6520547945206
97,-7.14822765318855,5.43212008287546,43.9890410958904
98,-6.28630636367277,2.7833893196068,29.3643835616438
99,-6.12837029206411,2.82804537237231,36.3835616438356
100,-6.22725525243753,10.7042827699136,12.4684931506849
101,-6.2970928844013,8.8829107543266,23.9123287671233
102,-6.58375751644219,9.5024081065949,28.9945205479452
103,-6.56416589318764,11.8914678543736,14.2657534246575
104,-6.26799325141003,1.82511650581024,57.7013698630137
105,-6.21396597544464,2.75815105704697,47.7808219178082
106,-6.5047041459583,4.87497137861225,23.5808219178082
107,-6.79711896534308,4.39136059533365,25.3561643835616
108,-6.80025463887117,3.47688519174808,38.5616438356164
109,-6.21007996827794,5.12687331979282,17.4712328767123
110,-6.53588124277498,3.08867849152585,43.2986301369863
111,-6.17893780915766,9.34923101415075,12.3890410958904
112,-6.425228241054,6.23316567378014,15.413698630137
113,-6.70000530908764,4.36471988599519,42.8904109589041
114,-6.82721021747845,3.47028033884287,40.2520547945205
115,-6.93568407268181,3.88206405091398,37.3232876712329
116,-6.26033361385973,1.7414858701232,83.1013698630137
117,-6.41256899484424,3.43082354567489,27.3397260273973
118,-6.71369257340222,2.05128592880671,84.2958904109589
119,-7.35388928002196,2.64933184495607,91.9068493150685
120,-6.11761759152121,3.40807220007954,34.0794520547945
121,-6.89974444728822,3.13250736702281,50.4465753424658
122,-6.36519026532951,3.2327694499744,39.9671232876712
123,-6.94148752562418,2.69063389856005,77.6986301369863
124,-6.85302659594616,5.82484457929061,37.8219178082192
125,-6.34891542428882,7.62339641981676,28.5068493150685
126,-6.27662186039007,3.49828867406528,43.4794520547945
127,-6.95293574900479,10.6104194556913,24.9808219178082
128,-6.69856359253486,3.76505007853325,29.2958904109589
129,-6.19528712564878,12.7902049307166,21.6356164383562
130,-6.6860417260388,2.28496489285164,83.5917808219178
131,-6.43500711072042,10.6636676071733,25.8356164383562
132,-6.31493562688879,3.73436491986279,32.4931506849315
133,-6.61166846288916,1.7960842615234,91.6054794520548
134,-6.24457571873684,3.7450490384421,23.5041095890411
135,-6.53940227218701,2.88317388042976,55.6328767123288
136,-6.58834601877164,2.84365423639347,49.972602739726
137,-6.25849673310731,4.64615953409099,26.6712328767123
138,-6.21873053715995,2.65473909418735,42.5890410958904
139,-6.9753266201482,4.76238720495629,33.7616438356164
140,-6.30315119839793,3.51185856869017,20.4767123287671
141,-6.7417572902741,4.71467717968478,36.3397260273973
142,-6.29770037157695,10.8713001913154,23.8986301369863
143,-6.09103279494453,3.92079786199099,38.2739726027397
144,-6.95243626929658,2.41767357352511,90.7260273972603
145,-7.00200962386035,5.03411777406309,40.2876712328767
146,-6.18010409423877,12.30515255921,21.0109589041096
147,-6.45650755622903,4.37332938185528,34.7232876712329
148,-6.40970343898797,1.44753370832736,98.5397260273973
149,-6.2819057581554,2.53853880801472,37.4904109589041
150,-6.57740625103802,5.70059819942235,31.4301369863014
151,-6.68135507881437,8.82604457972181,34.6958904109589
152,-6.69756104154974,3.79992143833146,51.0383561643836
153,-7.92134040406164,4.9925236942196,76.8219178082192
154,-6.53188432123279,12.4258530325026,23.9671232876712
155,-7.61278269963706,4.04075761386167,64.3698630136986
156,-6.58828880634956,1.97250784869983,55.4328767123288
157,-6.7400148138141,3.23800645158182,61.4493150684932
158,-6.53633632116823,2.47290853639942,63.172602739726
159,-6.14979822554574,5.19758260174801,16.2356164383562
160,-6.39772535795803,6.15920100157367,26.7780821917808
161,-6.13682998456118,3.12298215687436,23.0602739726027
162,-6.36272173072833,3.24254328003303,34.0657534246575
163,-6.46496996669021,13.350183943761,18.8027397260274
164,-6.225120315153,4.5529865821041,23.2684931506849
165,-6.40973440934201,7.6459446353185,26.8219178082192
166,-6.47442711279004,9.09458882420337,27.3260273972603
167,-6.59362227796015,5.15188666669357,34.5753424657534
168,-6.14717110657571,9.97409942150997,13.9698630136986
169,-6.6498826527525,4.06205615242314,52.2904109589041
170,-8.13092616091958,5.22290773658222,83.3890410958904
171,-6.64747246581884,8.89211791548314,29.3452054794521
172,-6.57384427962692,1.84569638826092,84.5616438356164
173,-6.16070386307362,1.59756915484999,86.7534246575343
174,-6.81704261976416,2.2252233521677,73.8
175,-6.24866586467159,8.73275809852139,26.5890410958904
176,-6.37771980838138,4.20392691194283,35.2821917808219
177,-6.2400884068859,6.62103455780483,20.813698630137
178,-6.88674095093267,10.333435481425,41.0767123287671
179,-6.29363425860369,4.11105129737099,35.7835616438356
180,-6.09506554352679,5.00836374472117,20.213698630137
181,-6.27381860027907,7.31737100119084,16.4712328767123
182,-6.32497808584314,2.90289049416896,34.372602739726
183,-6.34369120652773,2.30231008200563,47.4328767123288
184,-6.43450949197808,23.7376794717628,19.9232876712329
185,-6.10892784089833,1.43620502266242,92.9835616438356
186,-6.14362244770167,3.61551773915144,37.8054794520548
187,-7.30917631515063,5.28818758456147,42.0465753424658
188,-7.77518925055648,5.05957760767873,58.2438356164384
189,-7.62138711698115,4.09978751519557,68.5095890410959
190,-6.12819674147327,1.72017331945462,57.4328767123288
191,-6.43128561195101,3.64598205228029,31.5835616438356
192,-7.10220231985032,3.24871531545479,61.8986301369863
193,-6.33263547420931,4.22559127399259,25.8547945205479
194,-6.50876554760389,6.68144295407547,32.4575342465753
195,-6.60477733014938,12.2256276304983,25.7178082191781
196,-6.35053412163779,7.3617068798945,19.0876712328767
197,-6.13167819755911,9.55005853797481,18.8082191780822
198,-6.96586447682696,10.1423670040391,34.5041095890411
199,-6.67716039487668,8.8886911847697,25.5506849315068
200,-6.09443630636313,1.66537725221604,61.8904109589041
201,-7.96181909094073,3.33519745667481,92.4356164383562
202,-6.10935561045151,8.2265121265387,19.5397260273973
203,-6.55606587720021,4.36417620428839,33.5205479452055
204,-6.65616522811458,1.60740150437943,96.4191780821918
205,-6.52865874289465,3.32502503805187,43.5479452054795
206,-6.57315855844852,1.8750289999188,73.386301369863
207,-6.8737733748389,7.20758529738343,35.0739726027397
208,-6.09336132732086,1.59244358053661,69.3589041095891
209,-6.1981285367473,4.76181566494473,19.7917808219178
210,-6.52379321027727,3.71626362868829,31.8602739726027
211,-7.42184919286113,2.89220965961463,97.386301369863
212,-6.34278499094756,5.54187056230956,31.1534246575342
213,-6.13818989021325,3.3097741688957,18.1561643835616
214,-6.77562563298662,2.58669995475813,46.641095890411
215,-6.5771189734128,7.57450712034425,24.6602739726027
216,-6.32719756902407,2.25381617806898,63.5917808219178
217,-6.5632473491222,3.3333973671565,47.6958904109589
218,-6.13479939442345,3.34451462232911,29.2191780821918
219,-6.69523745461499,3.35114554277812,48.572602739726
220,-6.23985309760694,9.98083099215871,25.9013698630137
221,-7.05366475737204,2.22133772113084,86.9178082191781
222,-6.13147259184067,5.01131611097637,31.613698630137
223,-6.65214471798433,2.04899736662557,63.0602739726027
224,-6.18720351256376,2.35831750220817,37.9232876712329
225,-6.31357708197227,5.13074548327731,35.9068493150685
226,-7.36926906804992,6.19686856446559,47.0520547945206
227,-6.29556703219497,11.2292866944295,18.2767123287671
228,-6.2717257633753,2.35960050269114,46.1479452054795
229,-6.30825347418149,9.61866436489972,21.1260273972603
230,-6.22887851060284,11.3090955681714,21.9753424657534
231,-7.2691671302042,2.76482924510299,81.1424657534247
232,-6.78377055055371,2.42464430504449,82.758904109589
233,-6.33811716219553,2.6147412656635,38.0876712328767
234,-6.13312563182881,2.81442552345208,48.9616438356164
235,-6.09533738129589,1.82076547994368,62.6794520547945
236,-7.29485853872516,4.39574111853546,43.5561643835616
237,-6.38679058417776,4.98576544702659,27.5452054794521
238,-6.4541897644704,3.07732524522246,44.3753424657534
239,-6.98955093261119,7.99172441843431,36.8739726027397
240,-6.13234570507757,7.10206825420883,23.9616438356164
241,-6.36568467569547,2.86727156441002,31.1972602739726
242,-6.82039003580608,5.85631199179793,35.5424657534247
243,-6.09162175168058,1.9231210543981,66.5616438356164
244,-6.30006075958768,3.1460050026658,36.0821917808219
245,-6.13304620860567,9.78134499161605,11.3287671232877
246,-6.14217436112222,4.35141160448172,20.0438356164384
247,-7.06945838090989,4.37031389223699,48.4767123287671
248,-6.29709007728112,2.3901363347056,52.0876712328767
249,-6.85523590218648,9.8167110198128,34.8986301369863
250,-6.49088506898437,2.32360941531943,55.2684931506849
251,-6.29562970147319,2.40304781039377,47.8958904109589
252,-6.12101738633027,3.69523570173518,31.3890410958904
253,-6.18180548226416,3.18584990708098,26.7260273972603
254,-6.83682761688606,2.26874812084054,78.3534246575343
255,-7.02235071762766,5.15702263055624,33.5068493150685
256,-6.45183189257898,2.45835380854726,54.813698630137
257,-6.75111596342992,9.34284783554592,36.3178082191781
258,-6.09723747158927,3.71907190306606,23.3123287671233
259,-6.85116447952797,3.79208922952036,45.6767123287671
260,-6.16971873912285,10.3212915028639,21.2356164383562
261,-6.42028971833553,3.22555355549885,40.5452054794521
262,-6.54529824758248,10.9866899011754,16.8767123287671
263,-7.1606825926503,2.3042682700553,89.4219178082192
264,-6.3691254809244,3.40044594786004,32.8739726027397
265,-6.4297456410239,12.1483984448845,18.1917808219178
266,-6.7892506500236,3.84096568369643,52.5534246575342
267,-6.21177479634123,3.00141173976435,28.7178082191781
268,-6.67415729665222,2.57803501118439,65.9835616438356
269,-6.10713711636595,1.97916283110303,57.6465753424658
270,-6.521914063257,3.91322153084163,33.7917808219178
271,-6.31420711980568,4.23669007177074,36.3232876712329
272,-6.18137653201935,2.11400671177098,56.9534246575343
273,-6.84649853466075,6.89769801041427,34.358904109589
274,-6.15692411910304,2.62629123460038,36.8
275,-6.22123437568551,3.20339512355386,38.8739726027397
276,-6.30798905036027,6.7521549961256,20.0301369863014
277,-6.15668288739002,2.42405015596471,29.6904109589041
278,-7.96875261917531,4.68014757729492,57.6054794520548
279,-6.54499230478211,2.68841904163811,57.3972602739726
280,-7.16898577415373,6.95480926034625,36.9561643835616
281,-6.28472096299808,2.72921460800993,33.1095890410959
282,-6.19054092083753,5.94363867419853,23.2958904109589
283,-6.1078416102918,6.22849947551159,18.9150684931507
284,-6.43330694052413,5.17459395949639,18.5671232876712
285,-8.1617843339434,5.81866421167894,86.1753424657534
286,-6.850468628674,2.35091473411928,64.1808219178082
287,-7.1412249735381,15.6219704202959,30.6493150684931
288,-6.08476286827548,3.27335136859938,23.5698630136986
289,-6.63366684570758,2.33324795579839,57.572602739726
290,-6.10701403371446,5.30066451893254,18.6383561643836
291,-6.16693503630248,2.95691056714126,34.5315068493151
292,-6.24811920727058,1.51153188766318,90.6849315068493
293,-6.87016772004119,7.93533163239687,39.6109589041096
294,-6.19497215614177,9.88243488403234,16.8794520547945
295,-6.47392014636986,3.57359976151804,31.172602739726
296,-6.2477040733354,4.32308377657772,21.0575342465753
297,-6.37977666254549,6.78447415130843,23.4246575342466
298,-7.14556490432475,11.9771845099624,42.2
299,-6.26215762220051,2.25519220175528,54.7616438356164
300,-6.28603043570946,5.51928102492508,19.186301369863
301,-6.16104417201286,5.19493043609444,24.6712328767123
302,-6.09796073819944,5.09408378722052,20.3068493150685
303,-6.24402999911111,2.41872905900965,40.358904109589
304,-6.74243437486609,9.61512801471303,33.7068493150685
305,-7.11681345612118,10.2782523788912,34.6520547945205
306,-6.81344895420405,4.12978413505318,29.7698630136986
307,-6.25677357618993,2.65028856461839,36.0712328767123
308,-6.22174689237212,3.95953641355315,28.3095890410959
309,-6.52109169221184,6.5217224018631,33.1205479452055
310,-6.3786948073775,4.68550305981883,17.6547945205479
311,-6.27403304952493,1.67922216341177,71.8465753424658
312,-6.64672964650792,1.75430521224973,68.2109589041096
313,-6.51988487463577,4.4614887972928,31.9534246575342
314,-6.10475098943519,3.62193284368601,25.4164383561644
315,-7.05679783190395,14.4939039192352,41.254794520548
316,-6.14911955577073,2.67611106355144,38.0958904109589
317,-6.21743740607529,2.62320195964365,47.5205479452055
318,-6.37885327343004,9.87503455644291,29.0301369863014
319,-6.10250241167466,8.49008475811664,15.3342465753425
320,-6.22921844314985,11.5982814115056,19.5479452054795
321,-6.14228423726236,4.63409993771332,26.8246575342466
322,-6.29234472843632,3.06148896700122,35.1095890410959
323,-7.56060382062082,12.5279935909397,51.4054794520548
324,-6.58262135313848,4.94484743500149,22.7972602739726
325,-6.36394015301694,2.83389913217177,41.9835616438356
326,-6.38618490815596,5.84713833133612,22.8328767123288
327,-6.59766234191176,3.01024382586142,24.7616438356164
328,-6.35475544438795,11.2444304931376,16.2712328767123
329,-6.39991057649409,6.70546105101649,27.413698630137
330,-6.17361337300286,7.84717829429901,21.2438356164384
331,-6.10155099231657,3.73104693598591,27.6356164383562
332,-6.36345993180596,6.55415622267357,23.4438356164384
333,-6.34537385784471,2.86339011827011,33.3287671232877
334,-6.60242769101363,18.5262964507166,21.4767123287671
335,-6.97346704574518,12.0184333547014,35.9095890410959
336,-6.93471848613629,6.11325750567222,29.6712328767123
337,-6.54844523139643,1.27304130814972,83.2794520547945
338,-6.63569576206055,2.00698049572529,97.5041095890411
339,-6.08190816722276,6.76700101646928,20.841095890411
340,-6.33563769603161,16.7824620485856,21.2438356164384
341,-6.69060584292501,2.49930281002107,61.2191780821918
342,-6.8451956119094,2.36627233243785,73.2301369863014
343,-6.63386268860708,2.65101185814694,48.1315068493151
344,-6.5031528343174,2.2852765055372,64.9917808219178
345,-6.49746907174557,2.03839087650171,67.2191780821918
346,-6.94702702007983,2.12456730047667,72.986301369863
347,-6.33128991697815,2.40900282184807,62.6301369863014
348,-6.25461020842775,7.05128400990693,20.1671232876712
349,-6.66017643382688,3.28927781580118,47.5616438356164
350,-7.58264226651961,2.60771690730201,89.9150684931507
351,-6.33998814460846,7.95167911281555,14.641095890411
352,-6.12269693477795,3.34010123400808,35.3671232876712
353,-7.15421325227209,2.26891354033101,98.1945205479452
354,-6.1092958647861,7.70294560442327,22.1506849315068
355,-6.25590958839083,5.56421777348783,24.5972602739726
356,-6.2962845125177,2.25422371112825,52.5890410958904
357,-6.23921679845854,2.8674746113587,24.2986301369863
358,-6.20172852954902,9.99538128289531,27.0328767123288
359,-6.10055632331083,5.99215883887382,22.2438356164384
360,-6.23441930537661,14.1297474611015,17.158904109589
361,-6.87619062663945,3.43007052721703,38.3287671232877
362,-6.48870061696826,1.90690992896546,79.6383561643836
363,-6.48264048564455,4.67616305644213,28.8082191780822
364,-7.35921613998325,6.01961727483849,39.0547945205479
365,-6.1044458108731,3.73324159362813,32.7698630136986
366,-6.35779180260368,3.93487623810278,36.5698630136986
367,-6.50865032696545,12.1689298255079,23.8876712328767
368,-6.50231305865717,4.27384311994118,30.4958904109589
369,-6.12326885977343,2.75162866844434,32.3260273972603
370,-6.75298633470838,2.57056553324159,58.3506849315068
371,-6.49998108484482,2.56236110327825,50.4712328767123
372,-6.15340595511834,4.57625785938126,21.8191780821918
373,-6.35199581062595,3.24946248546875,26.5534246575342
374,-6.08697380905404,3.87766503448592,21.5616438356164
375,-6.13843377560189,2.32798888218737,47.6849315068493
376,-6.36493651592045,3.58498352066427,25.7945205479452
377,-6.20822825068643,3.13347440572311,24.3013698630137
378,-6.15525077828193,6.31606679471771,18.6328767123288
379,-6.33556793878394,5.81395637844838,23.6356164383562
380,-6.36583064993347,2.47891738649837,41.9890410958904
381,-8.69481426350977,8.21783926501201,95.7123287671233
382,-6.35852747476363,2.59997756749894,47.1013698630137
383,-6.10571950364144,1.77279629176102,63.4438356164384
384,-6.23916824885424,5.54081516957859,21.4438356164384
385,-6.27377639520635,2.09443873766275,55.0575342465753
386,-6.72221004966487,2.16607053476401,59.2958904109589
387,-6.7774824330351,5.07711985236661,36.027397260274
388,-6.35038180402074,2.41806186548491,48.8465753424658
389,-6.489122443761,5.51515217529021,29.9041095890411
390,-6.1205491666232,4.90568170355706,23.5780821917808
391,-6.10209956397411,5.1049030634169,25.0821917808219
392,-6.71965487152185,6.49947626345301,26
393,-6.18472430073628,4.09096753964395,33.7369863013699
394,-6.34680526103127,3.35536392374877,30.7835616438356
395,-6.08958675688644,10.6337228253215,18.5424657534247
396,-6.16125935486984,3.98353528654956,32.8821917808219
397,-6.82065615751297,2.15255894969251,73.3616438356164
398,-6.40006335426105,3.9064378323711,31.2383561643836
399,-6.26791496913135,6.15213931510921,34.9753424657534
400,-6.43344652325814,2.82440138778838,57.0986301369863
401,-6.6889678669464,5.21087775656615,34.3753424657534
402,-6.50748345658291,3.61300019792851,40.3698630136986
403,-6.56040668654967,4.12765647132986,30.3643835616438
404,-6.56946238520833,4.02590589487104,30.7698630136986
405,-6.48813114218779,4.38696230901995,24.2986301369863
406,-6.45209453472274,11.2474275974034,19.8739726027397
407,-6.25629385411389,2.65731766532,25.6931506849315
408,-6.08397189419416,3.78701925833426,25.5013698630137
409,-6.22772432815018,3.25965587487567,35.4575342465753
410,-7.98653482720697,5.08263863419607,72.9808219178082
411,-6.41549567468932,2.93216947479478,44.413698630137
412,-6.17434057620111,7.40642064005014,21.6931506849315
413,-6.60991589544573,4.70871341832533,19.5315068493151
414,-7.70823268674336,3.57716206762257,91.7315068493151
415,-6.50993413877133,5.29942287796072,28.5397260273973
416,-6.22510778666999,7.593640116105,26.8684931506849
417,-7.51812623069456,5.15017342760799,49.7780821917808
418,-6.36809657328081,1.97017489690111,58.8739726027397
419,-6.33096121940324,8.20846869954621,16.4465753424658
420,-6.63912893214527,1.9081177927925,79.2246575342466
421,-6.48846724612472,2.58425710823528,53.5342465753425
422,-6.72350996965399,3.61460381884772,43.0767123287671
423,-6.09296161207933,1.84921426924905,73.3506849315068
424,-6.5766687451959,3.18927787975369,49.7424657534247
425,-7.0691253742841,3.81435833163619,44.3424657534247
426,-6.28581366683258,14.7220846091031,19.6356164383562
427,-7.1627348949151,5.29878127567905,37.4027397260274
428,-7.07700677693658,5.30641628825526,43.7041095890411
429,-6.59752363303191,5.13027643151584,35.4520547945205
430,-7.5957358921593,9.91177061862854,48.7780821917808
431,-7.2746519876191,2.25797620081621,90.5013698630137
432,-6.18025671390769,3.11845367473641,36.5698630136986
433,-6.13224381627348,3.78114985471543,28.7972602739726
434,-8.00239131119324,7.4660286850623,59.8191780821918
435,-6.21258229254688,10.0779044088791,22.6465753424658
436,-6.11963819302588,5.3161055782536,24.0246575342466
437,-6.12962094032126,10.8701856240269,9.64383561643836
438,-6.4763850953516,4.58962388065139,35.0575342465753
439,-6.21621764173176,8.55528431124239,25.841095890411
440,-6.20508006430711,3.6489699457297,31.1917808219178
441,-6.18978152589475,6.0375580450951,20.1150684931507
442,-6.7633710291229,2.32703282959766,75.6876712328767
443,-6.16527219208784,3.76067854320226,32.9835616438356
444,-6.09082469116428,1.89361343468329,40.6191780821918
445,-6.27672326121423,2.04697592272893,59.3753424657534
446,-6.249663903073,7.63115926224405,24.4493150684931
447,-6.44373947800911,10.8083280873599,25.0493150684931
448,-6.9658628809894,9.94400522278677,31.3643835616438
449,-6.98701090124719,10.0695482145992,31.2958904109589
450,-6.30421120534331,10.2515816064971,17.0191780821918
451,-6.85591327624171,7.22237411355395,27.3424657534247
452,-6.15517498595918,8.28414899994154,16.7424657534247
453,-6.50688438203866,4.08092812450828,27.9287671232877
454,-6.10718091085824,4.94664642491985,28.4739726027397
455,-7.07941237568748,3.6752673854672,56.3068493150685
456,-6.19766109063058,7.31663055394823,14.3945205479452
457,-6.37443008039635,1.74914190509565,90.3150684931507
458,-6.53718781982432,4.45594987588322,32.6904109589041
459,-6.82358547066691,4.45969213129616,35.586301369863
460,-6.82809736677931,2.64604480422118,76.613698630137
461,-6.53527147883,4.64266021729803,32.0493150684932
462,-6.93464913181108,2.51974288784136,66.3315068493151
463,-6.26212446060197,4.76976806432655,25.2712328767123
464,-6.16514218115197,2.14769063422466,51.9452054794521
465,-6.36501935746969,2.14487768124374,53.8876712328767
466,-6.58320968226888,4.44821284731124,37.1123287671233
467,-6.30431845300146,18.0915657924004,17.4931506849315
468,-6.39288368481458,7.67883709589885,20.4328767123288
469,-6.29509544180998,3.25832192273089,19.2027397260274
470,-6.35187010222044,2.76061861798289,45.427397260274
471,-6.89561279930535,4.10718369326328,38.4383561643836
472,-6.53505006464939,3.18083288279457,49.7150684931507
473,-6.12207996048596,8.75461773573543,24.4986301369863
474,-7.17926699265113,2.94500882666656,70.641095890411
475,-6.93824635841942,2.2940935736243,85.8712328767123
476,-6.2735665502127,14.9984245137961,15.8657534246575
477,-6.39266720010358,7.73764339804753,28.4356164383562
478,-6.3637534799823,2.7326649505994,57.7260273972603
479,-7.44157955964976,4.76157337417708,64.1890410958904
480,-6.11555250353047,1.75231202169295,71.1205479452055
481,-6.44534244674079,6.53186203306825,29.8904109589041
482,-7.10842396992891,2.8346662081682,75.1589041095891
483,-6.1190581582699,8.14500834156395,22.5561643835616
484,-6.20410218763827,5.73009285575645,28.4931506849315
485,-6.74161063856135,3.51965767473074,39.7917808219178
486,-6.4974538162911,4.01651362039396,41.2876712328767
487,-6.15434040698747,4.47795481439345,25.8876712328767
488,-6.83401111038715,8.86428369553244,36.7972602739726
489,-6.14954302460812,3.78884225317008,30.8630136986301
490,-6.24777161878215,5.51813217436125,21.9041095890411
491,-6.20663562940403,7.26309273043408,22.6027397260274
492,-6.44312735346478,16.4073342009897,14.4109589041096
493,-6.14345742943422,9.3620827282127,12.427397260274
494,-6.17778078435775,2.74380261897662,35.1835616438356
495,-6.35547783979123,10.4026986935466,20.9808219178082
496,-6.47665805047357,3.00210418039697,46.4246575342466
497,-6.62833511223519,3.03517118741172,54.7808219178082
498,-6.49823631666168,5.94674733938076,24.8082191780822
499,-6.34851397978341,2.05512425691045,66.241095890411
500,-6.34800386061902,4.53448351717739,35.4767123287671
501,-7.1884536184392,2.02554942952314,99.7095890410959
502,-6.39945233068037,4.7875135713915,19.3643835616438
503,-6.0991043803751,5.85758583620661,24.8383561643836
504,-6.85991804531335,3.83872555063628,27.3917808219178
505,-6.22641317731345,3.89179934661517,25.7972602739726
506,-6.0920632467736,9.31447375619147,12.9232876712329
507,-6.23825248423948,2.59484363547547,39.4849315068493
508,-6.16793737671982,4.33031541157391,33.2027397260274
509,-7.13014353950827,7.36134134971919,36.2054794520548
510,-6.25758049711367,1.95858129393839,80.8383561643836
511,-7.38900252132535,7.43011341727375,37.0876712328767
512,-6.29277940763505,8.45601954982446,15.7369863013699
513,-7.74658935353618,3.05721714566779,98.0876712328767
514,-6.32621683918763,6.9184828229303,26.1808219178082
515,-7.03981394216189,5.4400774754773,36.2328767123288
516,-7.92542848939024,3.95203992937052,92.9890410958904
517,-6.32496758792683,4.23660895379682,20.7424657534247
518,-6.43941361332271,9.91586857836157,17.4301369863014
519,-6.7807236409149,4.93118883872324,35.7150684931507
