,Raw count,Cumulative rate,Age-specific rate
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,1.0,1.0,9.999000099990002e-05
18,4.0,5.0,0.00039988003598920324
19,3.0,8.0,0.0003000600120024005
20,2.0,10.0,0.00020012007204322593
21,5.0,15.0,0.0005002501250625312
22,7.0,22.0,0.0007005604483586869
23,8.0,30.0,0.0008011215701982776
24,8.0,38.0,0.0008017638805371818
25,9.0,47.0,0.0009026175910139405
26,15.0,62.0,0.0015048154093097914
27,20.0,82.0,0.002008435428800964
28,27.0,109.0,0.0027149321266968325
29,24.0,133.0,0.002420574886535552
30,32.0,165.0,0.003232649762602283
31,41.0,206.0,0.004151478331308222
32,31.0,237.0,0.0031552162849872775
33,39.0,276.0,0.003978779840848806
34,52.0,328.0,0.005319148936170213
35,57.0,385.0,0.00585877274128893
36,69.0,454.0,0.007125154894671623
37,72.0,526.0,0.007485963817841547
38,78.0,604.0,0.008165829145728644
39,88.0,692.0,0.009278785322648671
40,89.0,781.0,0.009471107800361818
41,82.0,863.0,0.008816256316525104
42,96.0,959.0,0.010397487273908806
43,96.0,1055.0,0.010506730874466455
44,90.0,1145.0,0.00996126175982291
45,87.0,1232.0,0.009729367031983896
46,81.0,1313.0,0.009153576675330545
47,94.0,1407.0,0.010704931101241317
48,103.0,1510.0,0.011844526218951242
49,78.0,1588.0,0.009103641456582634
50,80.0,1668.0,0.009420631182289214
51,87.0,1755.0,0.01033376885615869
52,94.0,1849.0,0.011272334812327617
53,63.0,1912.0,0.007669831994156318
54,70.0,1982.0,0.008580534444716842
55,79.0,2061.0,0.009756700012350253
56,75.0,2136.0,0.009358622410781134
57,81.0,2217.0,0.010195091252359975
58,61.0,2278.0,0.0077766445690973995
59,82.0,2360.0,0.010507432086109688
60,60.0,2420.0,0.007792207792207792
61,63.0,2483.0,0.008242836582493786
62,77.0,2560.0,0.010139583882012115
63,60.0,2620.0,0.008
64,51.0,2671.0,0.006863140896245458
65,61.0,2732.0,0.008254397834912044
66,52.0,2784.0,0.007103825136612022
67,63.0,2847.0,0.008655035032284654
68,55.0,2902.0,0.0076304106548279686
69,60.0,2962.0,0.008382229673093043
70,64.0,3026.0,0.009011546043368065
71,44.0,3070.0,0.006269592476489028
72,53.0,3123.0,0.007589861091221538
73,53.0,3176.0,0.007647907647907648
74,60.0,3236.0,0.008715862870424172
75,50.0,3286.0,0.00733783387144115
76,47.0,3333.0,0.006951634373613371
77,48.0,3381.0,0.007148175725986597
78,45.0,3426.0,0.006752701080432173
79,50.0,3476.0,0.007548309178743961
80,45.0,3521.0,0.006850357740904247
81,34.0,3555.0,0.0052203285736219865
82,27.0,3582.0,0.004171817058096415
83,47.0,3629.0,0.007269914926527455
84,42.0,3671.0,0.006549196943708093
85,28.0,3699.0,0.004404593361648577
86,37.0,3736.0,0.005837803723572105
87,34.0,3770.0,0.005398539218799619
88,43.0,3813.0,0.006854774430097242
89,35.0,3848.0,0.005625200900032144
90,34.0,3882.0,0.005496281926931782
91,40.0,3922.0,0.006495615459564794
92,34.0,3956.0,0.00556282722513089
93,38.0,3994.0,0.006247944755014798
94,37.0,4031.0,0.006122786695349992
95,28.0,4059.0,0.004669001167250292
96,37.0,4096.0,0.006189360990297758
97,27.0,4123.0,0.004552352048558422
98,28.0,4151.0,0.004741744284504657
99,34.0,4185.0,0.005779364269930308
