Cell number,3.775e-11,1.026e-10,2.789e-10,7.583e-10,2.061e-09,5.603e-09,1.523e-08,4.14e-08,1.125e-07,3.059e-07
1.203e+06,100.0,100.0,100.0,100.0,94.0,94.0,92.0,83.0,63.0,46.0
1.881e+07,100.0,100.0,100.0,97.0,93.0,91.0,78.0,60.0,45.0,34.0
2.943e+08,100.0,100.0,94.0,93.0,89.0,74.0,57.0,44.0,35.0,26.0
4.603e+09,95.0,94.0,93.0,87.0,71.0,56.0,45.0,36.0,26.0,19.0
7.200e+10,94.0,93.0,85.0,69.0,56.0,46.0,36.0,27.0,20.0,12.0
