Cell number,3.775e-11,1.026e-10,2.789e-10,7.583e-10,2.061e-09,5.603e-09,1.523e-08,4.14e-08,1.125e-07,3.059e-07
1.203e+06,100.0,100.0,100.0,100.0,100.0,90.0,91.0,86.0,76.0,62.0
1.881e+07,100.0,100.0,100.0,100.0,94.0,89.0,83.0,73.0,61.0,49.0
2.943e+08,100.0,100.0,85.0,94.0,89.0,82.0,72.0,61.0,49.0,39.0
4.603e+09,95.0,94.0,92.0,88.0,78.0,71.0,59.0,50.0,40.0,32.0
7.200e+10,93.0,91.0,87.0,79.0,69.0,60.0,50.0,42.0,33.0,24.0
