Cell number,3.775e-11,1.026e-10,2.789e-10,7.583e-10,2.061e-09,5.603e-09,1.523e-08,4.14e-08,1.125e-07,3.059e-07
1.203e+06,0.0,0.0,0.0,0.0,0.0,12.0,133.0,760.0,1577.0,2357.0
1.881e+07,0.0,0.0,0.0,0.0,28.0,286.0,949.0,1608.0,2218.0,2712.0
2.943e+08,0.0,0.0,3.0,81.0,438.0,1078.0,1723.0,2201.0,2562.0,2864.0
4.603e+09,2.0,17.0,152.0,565.0,1134.0,1714.0,2216.0,2518.0,2797.0,3061.0
7.200e+10,22.0,240.0,647.0,1226.0,1723.0,2129.0,2351.0,2784.0,2962.0,3203.0
